Year,PoliticalParty,Category,Number,Plan
2019,PP Madrid,Una red de transportes líder en el ámbito internacional,284,"El transporte público en la Comunidad de Madrid será gratuito para los mayores de 65 años. Según los datos del INE (2017), la esperanza de vida de los españoles alcanza de media los 83,1 años, siendo los ciudadanos de la Comunidad de Madrid los más longevos llegando a los 84,5 años. Implantando la gratuidad del transporte para los mayores de 65 años, se beneficiaría a un segmento importante de la población: por una parte las personas que se han jubilado recientemente y que pueden hacer un gran uso del transporte público y, por otra, al segmento de mayores de 75 años más dependiente y que precisamente por la edad, necesitan hacer desplazamientos asociados a la sanidad y a la asistencia social."
2019,PP Madrid,Una red de transportes líder en el ámbito internacional,285,"Durante los fines de semana y festivos los Abonos Transporte serán válidos en todas las zonas de la Comunidad de Madrid, haciendo que los actuales abonos zonales funcionen como tarifa plana los fines de semana y festivos, y posibilitando a los usuarios habituales del transporte público viajar de forma ilimitada."
2019,PP Madrid,Una red de transportes líder en el ámbito internacional,286,"Dotaremos de servicio de líneas nocturnas a todos los municipios de la Comunidad de Madrid de más de 10.000 habitantes. Se ampliaría la cobertura de la red nocturna en municipios metropolitanos, satisfaciendo las necesidades de movilidad de la población más joven y de los trabajadores con horarios especiales."
2019,PP Madrid,Una red de transportes líder en el ámbito internacional,287,"Mejoraremos las frecuencias de los Buses Interurbanos en hora punta y los fines de semana, reforzando de una manera notable –mediante el plan Red Bus Circular- las líneas transversales que unen los municipios más poblados de la Comunidad de Madrid. Esta medida se propone asegurar tanto la movilidad obligada por trabajo y estudios de los madrileños; como la movilidad de ocio, siendo en este caso la población joven la mayor beneficiada. Al mismo tiempo, potenciaremos las líneas transversales entre los corredores de la A-1 y A-2 y entre los corredores de la A-5 y la A-6."
2019,PP Madrid,Una red de transportes líder en el ámbito internacional,288,"Crearemos un servicio de transporte mediante Taxi a Demanda para la Sierra Norte, con el objetivo de dar respuesta a los municipios de poca densidad de población o con demanda irregular de transporte. Este servicio, que prestarán los taxistas de la Sierra Norte, lo podrán solicitar los vecinos de esta zona de la región. Con esta iniciativa contribuiremos a luchar contra la despoblación en la región, ofreciendo a sus residentes una mejora en la red de transporte público y optimizando recursos allí donde la implantación de un servicio de transporte público de alta frecuencia se hace inviable por coste y por número de viajeros. De esta forma, los habitantes de los municipios más pequeños podrán tener acceso a una conexión directa con el municipio de referencia que será Buitrago de Lozoya, y también con el nuevo Hospital de la Sierra Norte, ubicado en Lozoyuela-Navas-Sieteiglesias."
2019,PP Madrid,Una red de transportes líder en el ámbito internacional,289,"Suprimiremos barreras a la movilidad en el transporte, con el objetivo de alcanzar la total accesibilidad en todos los intercambiadores metropolitanos."
2019,PP Madrid,Una red de transportes líder en el ámbito internacional,290,"Ampliaremos el ámbito competencial del Consorcio Regional de Transportes de Madrid, para adaptarlo al nuevo modelo de movilidad y con el objetivo de que preste el mejor servicio a los ciudadanos."
2019,PP Madrid,Una red de transportes líder en el ámbito internacional,291,"Impulsaremos la creación del carril Bus-Vao en la A-2, A-3, A-5 y A-42, fomentando así una movilidad más sostenible, a través del uso de transporte público y contribuyendo a la reducción de emisiones nocivas."
2019,PP Madrid,Una red de transportes líder en el ámbito internacional,292,"Desarrollaremos el Plan Estratégico de Aparcamientos de Intercambio Modal de la Comunidad de Madrid APARCA+T, asociados a las infraestructuras de transporte público y de uso gratuito para los usuarios. En los próximos cuatro años nos proponemos culminar una primera fase y parte de la segunda fase de este plan, gestionando 40 aparcamientos, distribuidos por los principales corredores de acceso a Madrid. Pondremos también en marcha la gestión integrada a través de una plataforma, que permitirá la transferencia de datos e imágenes al CITRAM y se facilitará la información al usuario en tiempo real a través de sistemas de información dinámica en carretera y de una App."
2019,PP Madrid,Una red de transportes líder en el ámbito internacional,293,"Completaremos la Red de Grandes Intercambiadores de Transporte del municipio de Madrid, para el fomento de la intermodalidad y la sostenibilidad del sistema de transporte público, mediante el proyecto y construcción del Intercambiador de Conde de Casal."
2019,PP Madrid,Una red de transportes líder en el ámbito internacional,294,"Promoveremos la mejora competitiva del Taxi, a través del desarrollo normativo y de apoyos económicos. Aprobado el reglamento del Taxi, el Gobierno de la Comunidad de Madrid desarrollará a lo largo de la legislatura actuaciones de apoyo a la mejora competitiva del taxi en los nuevos ámbitos regulatorios tanto en la operatividad del servicio como en la renovación del parque automovilístico, la adaptación o compra de vehículos adaptados a personas con discapacidad y la implantación de aplicativos de pre contratación en una App única para toda la Comunidad de Madrid."
2019,PP Madrid,Una red de transportes líder en el ámbito internacional,295,"Impulsaremos la libre competencia con la apuesta por la plena liberalización de los sectores del Taxi y VTC. Para ello, nos proponemos impulsar la desregulación del sector del taxi y darle ayudas para su modernización y mejora de sus posibilidades de competir."
2019,PP Madrid,Una red de transportes líder en el ámbito internacional,296,"Seguiremos apostando por la Bicicleta como modo de transporte alternativo, y fomentando la Red de Transporte Público para los puntos de inicio o final de itinerarios ciclistas. También promoveremos y extenderemos la actual red de rutas senderistas y ciclistas de ocio (Rutas Verdes). Dentro del Plan REB (Red de Estacionamientos de Bicicletas), se implantarán 500 nuevas bases de aparcamientos en las estaciones de Metro, Cercanías y paradas de autobús interurbano, y dentro del Plan RIB (Red de Itinerarios de Bicicletas), se habilitarán nuevos carriles-bici y se mejorará la accesibilidad en bici a nodos de transporte en distintos puntos de la región."
2019,PP Madrid,Una red de transportes líder en el ámbito internacional,297,"Implantaremos un sistema de pago por móvil para el acceso a toda la Red de Transportes Públicos de la Comunidad de Madrid, con un control de uso agrupado en una sola plataforma."
2019,PP Madrid,Una red de transportes líder en el ámbito internacional,298,"Ampliaremos la información de transporte público de la Comunidad de Madrid en datos abiertos, en aras de dotar de un mejor servicio al usuario."
2019,PP Madrid,Una red de transportes líder en el ámbito internacional,299,"Ampliaremos la línea 11 de Metro entre Plaza Elíptica y Conde de Casal, pasando por Atocha, para mejorar la conectividad de los vecinos de los distritos de Carabanchel, Usera, Arganzuela y Retiro, así como la de los vecinos de Leganés a través de la estación de La Fortuna. Nuestro proyecto contempla un mínimo de 4 estaciones, con andenes amplios de más de 90 metros para permitir el uso de trenes de gran capacidad; y permitirá a los usuarios conectar con la Estación de Atocha, cuyo Terminal de Alta Velocidad prevé una demanda superior a los 30 millones de viajeros/año. Esta medida mejorará además la intermodalidad, canalizando los flujos de transporte interurbano de viajeros por carretera que llegan por la A-3 a Conde de Casal y necesitan conectar con la red de Metro, la de Cercanías o la de Larga Distancia, proyectando un nuevo intercambiador en Conde de Casal."
2019,PP Madrid,Una red de transportes líder en el ámbito internacional,300,"Ampliaremos la línea 3 de Metro de Madrid, conectando el tramo de Villaverde Alto a la estación de El Casar (Getafe), correspondiente con la línea 12. De esta forma, la Línea 12, que da servicio a los municipios del Sur, tendrá dos conexiones con la red de Metro de Madrid capital. Además, en función de la evolución de la demanda se procederá a la construcción y apertura de la estación de MetroSur en el Barrio Vivero en Fuenlabrada. La primera infraestructura beneficiará a los vecinos de Villaverde Alto y Getafe, pero también a todos los viajeros que utilizan la Línea 12, porque la duración de su viaje se podrá reducir en muchas ocasiones. La nueva estación de MetroSur fundamentalmente a los vecinos de Fuenlabrada."
